date,open,close,high,low,volume
2016/5/10,3055.21,3069.11,3084.72,3055.18,68849935
2016/5/11,3080.64,3082.81,3102.88,3063.09,81794258
2016/5/12,3059.38,3090.14,3095.35,3035.02,78765726
2016/5/13,3081.68,3074.94,3103.1,3064.69,62629755
2016/5/16,3064.53,3095.31,3095.56,3053.66,59461856
2016/5/17,3095.52,3086.02,3105.2,3073.46,65278125
2016/5/18,3071.53,3068.04,3072.61,3039.46,82715369
2016/5/19,3060.34,3062.5,3086.98,3058.15,60444166
2016/5/20,3047.78,3078.22,3078.53,3041.52,56080842
2016/5/23,3078.51,3087.22,3098.48,3076.5,59697216
2016/5/24,3083.24,3063.56,3083.26,3052.59,58734385
2016/5/25,3079.75,3059.23,3089.1,3054.87,56652803
2016/5/26,3056.6,3064.21,3072.52,3027.44,60392981
2016/5/27,3059.73,3062.5,3073.76,3052.18,60468750
2016/5/30,3056.31,3066.71,3075.26,3037.66,63098579
2016/5/31,3068.6,3169.56,3170.93,3068.6,138863111
2016/6/1,3172.96,3160.55,3181.79,3159.82,113148482
2016/6/2,3158.03,3167.1,3168.82,3151.07,86003427
2016/6/3,3172.95,3189.33,3201.75,3162.09,101491783
2016/6/6,3192.78,3178.79,3197.22,3168.55,76693751
2016/6/7,3182.44,3177.05,3186.62,3168.18,68928314
2016/6/8,3171.81,3163.99,3174.97,3148.35,76291775
2016/6/13,3134.05,3066.34,3145.61,3065.77,92975947
2016/6/14,3058.44,3075.98,3078.75,3055.66,66279457
2016/6/15,3043.96,3116.37,3128.67,3042.23,87393257
2016/6/16,3104.36,3094.67,3112.48,3089.48,82974703
2016/6/17,3096.09,3110.36,3131.05,3096.09,85402985
2016/6/20,3114.91,3112.67,3118.73,3089.71,63587141
2016/6/21,3124.9,3106.32,3155.49,3097.94,87965345
2016/6/22,3100.45,3133.96,3134.06,3096.99,66487113
2016/6/23,3129.72,3117.32,3129.72,3102.48,67751738
2016/6/24,3110.65,3077.16,3130.54,3033.97,104792208
2016/6/27,3065.13,3120.54,3120.64,3064.97,83267259
2016/6/28,3107.4,3136.4,3139.43,3099.7,92024637
2016/6/29,3142.48,3151.39,3158.08,3139.13,103723668
2016/6/30,3152.83,3153.92,3163.72,3148.2,79692617
2016/7/1,3156.93,3154.2,3170.26,3148.29,71746283
2016/7/4,3136.39,3204.7,3210.6,3134.02,133310529
2016/7/5,3199.16,3207.38,3216.7,3198,130226895
2016/7/6,3197.62,3216.8,3217.52,3183.45,124897458
2016/7/7,3206.55,3209.95,3220.54,3190.12,118595202
2016/7/8,3199.75,3192.28,3204.93,3183.96,89734855
2016/7/11,3199.04,3203.33,3235.96,3197.63,138529511
2016/7/12,3201.91,3273.18,3273.47,3200.3,172534217
2016/7/13,3274.02,3282.87,3300.99,3271.78,175196090
2016/7/14,3277.48,3276.76,3281.95,3259.07,107525798
2016/7/15,3278.84,3276.28,3285.03,3265.29,102665026
2016/7/18,3269.71,3262.02,3281.64,3251.77,110312518
2016/7/19,3260.43,3248.23,3264.73,3226.2,88886861
2016/7/20,3246.86,3237.6,3254.51,3232.26,72701255
2016/7/21,3238.34,3252.52,3271.37,3238.3,86004825
2016/7/22,3251.24,3225.16,3253.77,3220.89,86029128
2016/7/25,3220.17,3230.89,3243.79,3218.14,70203185
2016/7/26,3228.23,3269.59,3269.75,3228.01,81051089
2016/7/27,3270.08,3218.24,3276.51,3157.41,160188665
2016/7/28,3204.46,3221.14,3235.78,3195.27,112779964
2016/7/29,3217.19,3203.93,3225.42,3198.68,88044837
2016/8/1,3196.43,3176.81,3199.98,3156.75,87003497
2016/8/2,3173.76,3189.05,3189.05,3165.54,62167639
2016/8/3,3179.68,3193.51,3197.16,3173.54,72864102
2016/8/4,3190.55,3201.29,3201.55,3170.42,73504373
2016/8/5,3201.35,3205.11,3224.87,3192.86,77196366
2016/8/8,3199.57,3234.18,3234.48,3187.25,86676051
2016/8/9,3232.6,3256.98,3257.33,3229.17,91065259
2016/8/10,3255.18,3243.34,3261.86,3242.75,90430372
2016/8/11,3239.56,3233.36,3274.03,3232.61,101041213
2016/8/12,3231.81,3294.23,3294.23,3231.14,116254044
2016/8/15,3303.47,3393.42,3417.91,3302.38,220543421
2016/8/16,3403.38,3378.25,3418.69,3372.02,196389740
2016/8/17,3377.77,3373.05,3394.39,3356.92,138847688
2016/8/18,3369.95,3364.49,3394.79,3349.69,142380169
2016/8/19,3358.55,3365.02,3374.04,3341.19,119961508
2016/8/22,3364.68,3336.79,3372.83,3335.47,107951008
2016/8/23,3332.62,3341.83,3359.65,3324.96,92924516
2016/8/24,3341.93,3329.86,3348.13,3323.73,81191429
2016/8/25,3314.08,3308.97,3315.08,3279.81,100589153
2016/8/26,3312.5,3307.09,3328.95,3301.74,81530691
2016/8/29,3306.57,3307.78,3315.08,3297.07,77036333
2016/8/30,3310.32,3311.99,3325.12,3304.6,75725987
2016/8/31,3310.57,3327.79,3333.97,3304.66,79570805
2016/9/1,3326.74,3301.58,3329.35,3301.21,84947219
2016/9/2,3298.72,3314.11,3320.43,3295.76,82791803
2016/9/5,3321.01,3319.68,3338.42,3314.63,78292477
2016/9/6,3322.02,3342.63,3347.95,3300.13,98283998
2016/9/7,3344.07,3340.82,3357.36,3337.75,102940106
2016/9/8,3338.01,3339.56,3343.4,3328.23,71916158
2016/9/9,3339.37,3318.04,3344.95,3318.04,82657036
2016/9/12,3271.87,3262.6,3276.72,3234.57,122917682
2016/9/13,3265.34,3260.33,3269.22,3246.39,67180288
2016/9/14,3245.74,3238.73,3255,3231.34,70432697
2016/9/19,3242.74,3263.12,3264.9,3242.74,58831082
2016/9/20,3264.66,3257.4,3265.04,3252.39,52784206
2016/9/21,3257.71,3266.64,3270.9,3254.32,59142979
2016/9/22,3281.47,3291.12,3303.2,3277.98,75753542
2016/9/23,3292.28,3275.67,3293.92,3275.02,57993986
2016/9/26,3267.69,3220.28,3267.69,3220.28,70452186
2016/9/27,3214.87,3240.75,3240.78,3214.44,58460550
2016/9/28,3243.65,3230.89,3243.65,3228,44727498
2016/9/29,3234.86,3244.39,3257.77,3234.8,55452556
2016/9/30,3240.18,3253.28,3260.94,3239.04,44978022
2016/10/10,3265.36,3293.87,3294.64,3258.96,80519260
2016/10/11,3296.87,3306.56,3308,3292.88,87713163
2016/10/12,3299.14,3300.01,3302.56,3289.75,68669781
2016/10/13,3299.16,3302.65,3307.41,3292.4,81224198
2016/10/14,3298.73,3305.85,3306.69,3285.73,82316271
2016/10/17,3305.96,3277.88,3309.01,3271.54,86113509
2016/10/18,3272.68,3321.33,3321.33,3272.68,102860714
2016/10/19,3323.3,3316.24,3332.52,3309.83,101167725
2016/10/20,3317.18,3318.6,3324.9,3312.17,79238871
2016/10/21,3315.72,3327.74,3341.56,3309.18,109785176
2016/10/24,3332.51,3367.58,3382.83,3330.97,153014345
2016/10/25,3367.48,3367.45,3373.91,3356.59,111191693
2016/10/26,3365.2,3354.8,3367.83,3349.57,98024786
2016/10/27,3351.46,3345.7,3352.35,3335.13,77629851
2016/10/28,3347.14,3340.13,3370.75,3337.29,93133309
2016/10/31,3332.41,3336.28,3340.47,3317.33,71352863
2016/11/1,3338.71,3359.05,3359.39,3334.46,74938199
2016/11/2,3350.71,3333.35,3356.4,3331.38,91197104
2016/11/3,3326.9,3365.08,3379.99,3324.84,126223504
2016/11/4,3362.21,3354.17,3377.64,3348.43,104069655
2016/11/7,3353.44,3356.59,3362.74,3342.31,99877988
2016/11/8,3367.7,3371.12,3383.92,3361.13,103148282
2016/11/9,3370.6,3353.05,3373.1,3322.08,139110059
2016/11/10,3374.91,3390.61,3403.02,3374.91,134705535
2016/11/11,3387.95,3417.22,3422.67,3382.89,198781496
2016/11/14,3409.22,3430.25,3452.62,3408.14,213247105
2016/11/15,3428.87,3429.87,3434.92,3415.99,134566320
2016/11/16,3432.43,3429.59,3435.64,3419.24,129808511
2016/11/17,3423.47,3436.53,3437.67,3412.88,121561731
2016/11/18,3437.49,3417.46,3443.12,3413.27,115951205
2016/11/21,3412.65,3441.11,3463.14,3412.08,146434529
2016/11/22,3443.22,3468.36,3469.22,3443.22,168523446
2016/11/23,3473.9,3474.73,3492.96,3465.76,162388504
2016/11/24,3468.81,3488.74,3508.16,3467.01,145746301
2016/11/25,3490.04,3521.3,3521.3,3463.95,153621506
2016/11/28,3538.68,3535.08,3553.36,3528.32,207375483
2016/11/29,3525.9,3564.04,3583.72,3521.38,236918356
2016/11/30,3557.64,3538,3567.07,3527.02,178560178
2016/12/1,3543.96,3565.04,3575.97,3543.25,180170761
2016/12/2,3559.77,3528.95,3562.55,3516.79,196355480
2016/12/5,3473.69,3469.41,3496.88,3457.34,180852355
2016/12/6,3466.24,3459.15,3477.59,3456.81,115529090
2016/12/7,3458.37,3475.75,3475.75,3445.76,114345103
2016/12/8,3481.81,3470.14,3484.34,3466.51,117383922
2016/12/9,3464.87,3493.7,3507.93,3461.76,150303308
2016/12/12,3489.27,3409.18,3495.8,3400.79,187467751
2016/12/13,3394.21,3405.04,3416.21,3370.6,121105097
2016/12/14,3399.41,3378.95,3412.28,3378.27,124007744
2016/12/15,3363.86,3340.43,3378.04,3327.14,114960660
2016/12/16,3335.36,3346.03,3356.29,3330.49,90775422
2016/12/19,3342.34,3328.98,3344.86,3325,81640678
2016/12/20,3328.3,3309.06,3329.1,3289.27,87569592
2016/12/21,3313.75,3338.54,3342.48,3313.75,108254995
2016/12/22,3335.12,3335.67,3340.36,3322.72,92277249
2016/12/23,3333.4,3307.6,3334.89,3300.88,97444713
2016/12/26,3293.22,3322.4,3322.42,3267.05,89793982
2016/12/27,3319.21,3316.39,3330.23,3315.83,75486359
2016/12/28,3315.75,3301.89,3320.55,3293.17,69000437
2016/12/29,3297.04,3297.76,3312.11,3288.1,70087923
2016/12/30,3302.6,3310.08,3313.55,3295.75,71744116
2017/1/3,3313.95,3342.23,3345.26,3313.95,86567896
2017/1/4,3340.56,3368.31,3369.57,3338.15,90050827
2017/1/5,3368.34,3367.79,3373.41,3361.46,88336357
2017/1/6,3366.85,3347.67,3368.87,3346.89,87459114
2017/1/9,3345.75,3363.9,3366.22,3344.35,83707942
2017/1/10,3361.64,3358.27,3370.51,3354.09,83819160
2017/1/11,3355.8,3334.5,3366.63,3334.3,91071438
2017/1/12,3332.69,3317.62,3343.13,3315.96,81239135
2017/1/13,3317.96,3319.91,3338.17,3309.37,84180589
2017/1/16,3314.15,3319.45,3322.78,3264.21,157779135
2017/1/17,3305.6,3326.36,3327.38,3292.2,69453328
2017/1/18,3323.34,3339.37,3350.96,3320.41,70623227
2017/1/19,3330.95,3329.29,3346.5,3324.68,66159808
2017/1/20,3326.98,3354.89,3358.41,3326.37,65300462
2017/1/23,3359.05,3364.08,3378.74,3355.85,75557498
2017/1/24,3363.14,3364.45,3371.32,3355.9,66194226
2017/1/25,3361.66,3375.9,3376.44,3357.22,58376931
2017/1/26,3378.26,3387.96,3395.88,3378.26,65316647
2017/2/3,3390.93,3364.49,3392.48,3362.57,55188861
2017/2/6,3368.11,3373.21,3381.33,3358.75,68521360
2017/2/7,3371.77,3365.68,3376.71,3354.62,63754462
2017/2/8,3361.78,3383.29,3383.69,3347.43,75402879
2017/2/9,3381.9,3396.29,3406.59,3379.79,97558515
2017/2/10,3398.32,3413.49,3422.33,3398.03,123768720
2017/2/13,3416.92,3436.27,3439.54,3416.87,120144538
2017/2/14,3438.51,3435.8,3440.67,3424.4,94809465
2017/2/15,3435.39,3421.71,3448.03,3417.08,127643338
2017/2/16,3421.83,3440.93,3440.93,3418.35,108276962
2017/2/17,3443.62,3421.44,3457.56,3419.61,114600036
2017/2/20,3421.64,3471.39,3472.6,3421.64,132628862
2017/2/21,3475.06,3482.82,3490.09,3472.02,114842009
2017/2/22,3483.2,3489.76,3489.95,3473.52,102815994
2017/2/23,3487.57,3473.32,3492.96,3460.12,99536330
2017/2/24,3468.96,3473.85,3473.85,3455.25,95535133
2017/2/27,3471.13,3446.22,3472.84,3441.39,98672160
2017/2/28,3445.03,3452.81,3460.91,3441.36,75215260
2017/3/1,3452.21,3458.44,3472.7,3449.11,103260354
2017/3/2,3463.48,3435.1,3468.47,3434,89898077
2017/3/3,3424.66,3427.86,3428.88,3412.83,80994652
2017/3/6,3427.25,3446.48,3449.03,3425.9,83070882
2017/3/7,3446.16,3453.96,3454.04,3440.06,80334720
2017/3/8,3452.2,3448.73,3457.04,3441.26,79587690
2017/3/9,3442.9,3426.94,3443.05,3414.68,84570381
2017/3/10,3423.98,3427.89,3436.24,3423.94,70016199
2017/3/13,3425.67,3458.1,3458.1,3412.69,91684124
2017/3/14,3456.66,3456.69,3465.39,3448.9,77077963
2017/3/15,3452.21,3463.64,3463.92,3445.27,79104954
2017/3/16,3472.27,3481.51,3492.13,3472.27,106333913
2017/3/17,3485.31,3445.81,3488.5,3441.47,103755560
2017/3/20,3449.05,3449.61,3454.06,3429.83,88734322
2017/3/21,3449.77,3466.35,3466.7,3445.64,87707855
2017/3/22,3450.75,3450.05,3464.33,3433.5,104935894
2017/3/23,3452.41,3461.98,3470.82,3435.69,94318062
2017/3/24,3464.2,3489.6,3499.32,3461.11,125645833
2017/3/27,3488.76,3478.04,3505.98,3474.52,107015377
2017/3/28,3480.25,3469.81,3482.29,3461.47,84194820
2017/3/29,3472.97,3465.19,3483.06,3455.55,104851706
2017/3/30,3461.62,3436.76,3467.3,3422.37,116376922
2017/3/31,3434.82,3456.05,3456.31,3430.82,91577491
2017/4/5,3476.42,3503.89,3504.54,3475.15,143399017
2017/4/6,3507.99,3514.05,3517.78,3495.72,136767004
2017/4/7,3514.45,3517.46,3526.81,3506.39,140293204
2017/4/10,3519.46,3505.14,3522.8,3502.08,141887380
2017/4/11,3503.83,3517.33,3520.13,3466.14,165945832
2017/4/12,3514.57,3509.44,3523.1,3498,181824537
2017/4/13,3500.28,3514.57,3518.44,3496.57,129981813
2017/4/14,3516.81,3486.5,3517.47,3476.95,135474078
2017/4/17,3475.74,3479.94,3480.57,3453.68,117164961
2017/4/18,3474.89,3462.74,3489.08,3462.63,110927823
2017/4/19,3452.99,3445.88,3459.35,3418.51,121349264
2017/4/20,3444.52,3461.55,3465.61,3440.72,114184208
2017/4/21,3461.39,3466.79,3475.56,3449.54,104419110
2017/4/24,3458.23,3431.26,3458.23,3403.98,114660791
2017/4/25,3427.73,3440.97,3449.67,3422.65,94072148
2017/4/26,3440.25,3445.18,3466.57,3439.15,111940029
2017/4/27,3435.1,3446.72,3449.27,3399.54,123298425
2017/4/28,3439.57,3439.75,3439.9,3417.24,101632351
2017/5/2,3427.92,3426.58,3436.31,3418.67,92797462
2017/5/3,3421.76,3413.13,3432.22,3403.08,91669624
2017/5/4,3404.94,3404.39,3421.4,3391.28,103482075
2017/5/5,3393.48,3382.55,3395.45,3366.56,109895333
2017/5/8,3369.11,3358.81,3374.16,3339.57,123749287
2017/5/9,3342.6,3352.53,3358.05,3327.59,76771668
2017/5/10,3350.65,3337.7,3369.43,3336,92082628
2017/5/11,3322.95,3356.65,3359.6,3312.89,109252890
2017/5/12,3350.94,3385.38,3387.27,3349.17,93386466
2017/5/15,3391.59,3399.19,3406.58,3391.59,82977611
2017/5/16,3390.93,3428.65,3428.85,3373.55,105242416
2017/5/17,3423.19,3409.97,3433.97,3408.15,99736837
2017/5/18,3387.67,3398.11,3409.93,3383.94,85759589
2017/5/19,3395.23,3403.85,3405.94,3392.38,71473525
2017/5/22,3400.59,3411.24,3424.18,3391.17,92539559
2017/5/23,3405.03,3424.19,3434.77,3401.53,116911033
2017/5/24,3409.72,3424.17,3424.17,3383.89,83553161
2017/5/25,3414.4,3485.66,3490.42,3413.22,130721631
2017/5/26,3479.62,3480.43,3498.31,3473.04,103241153
2017/5/31,3495.07,3492.88,3515.08,3474.92,104829744
2017/6/1,3485.22,3497.74,3499.81,3476.43,103127724
2017/6/2,3491.59,3486.51,3498.12,3470.2,82668010
2017/6/5,3480.17,3468.75,3484.12,3462.31,79738152
2017/6/6,3464.38,3492.88,3492.88,3460.45,64089388
2017/6/7,3493.88,3533.87,3537.09,3491.13,104419968
2017/6/8,3531.24,3560.98,3562.27,3528.18,90224905
2017/6/9,3561.24,3576.17,3590.89,3560.63,101188265
2017/6/12,3570.22,3574.39,3603.69,3565.9,90381167
2017/6/13,3569.16,3582.27,3584.41,3559.21,75177138
2017/6/14,3571.25,3535.3,3571.25,3530.27,83810783
2017/6/15,3530.75,3528.79,3542.28,3508.95,82632535
2017/6/16,3522.97,3518.76,3536.14,3514.39,76452707
2017/6/19,3520.06,3553.67,3554.91,3520.06,79797141
2017/6/20,3560.79,3546.49,3563.7,3539.51,80509559
2017/6/21,3567.13,3587.96,3587.99,3545.57,87859824
2017/6/22,3583.56,3590.34,3635.53,3581.34,135526987
2017/6/23,3583.44,3622.88,3623.24,3569.32,105129134
2017/6/26,3627.02,3668.09,3671.94,3627.02,134637995
2017/6/27,3665.58,3674.72,3676.53,3648.76,97558702
2017/6/28,3664.16,3646.17,3672.19,3644.03,97920858
2017/6/29,3649.25,3668.83,3669.13,3644.73,85589498
2017/6/30,3654.73,3666.8,3669.76,3646.23,81510028
2017/7/3,3667.23,3650.85,3667.6,3633.78,88820860
2017/7/4,3646.83,3619.98,3646.85,3611.69,95071413
2017/7/5,3611.9,3659.68,3660.73,3610.46,88232425
2017/7/6,3654.56,3660.1,3666.77,3629.56,102379245
2017/7/7,3647.64,3655.93,3657.11,3631.87,103735497
2017/7/10,3647.94,3653.69,3667.85,3641.53,120591910
2017/7/11,3646.88,3670.81,3701.21,3645.99,118760826
2017/7/12,3672.63,3658.82,3691.58,3640.59,122287792
2017/7/13,3656.35,3686.92,3690.48,3652.57,125669549
2017/7/14,3682.62,3703.09,3703.09,3672.74,105514005
2017/7/17,3700.62,3663.56,3716.47,3621.37,178821600
2017/7/18,3648.49,3667.18,3667.54,3622.04,124622056
2017/7/19,3660.87,3729.75,3731.05,3658.2,182477787
2017/7/20,3725.14,3747.88,3750.19,3723.07,142410039
2017/7/21,3738.18,3728.6,3751.69,3722.07,117941226
2017/7/24,3724.38,3743.47,3755.19,3719.85,134868722
2017/7/25,3742.64,3719.56,3752.16,3713.28,121672059
2017/7/26,3722.88,3705.39,3738.53,3684.18,136325210
2017/7/27,3700.86,3712.19,3716.69,3672.5,145002904
2017/7/28,3703.49,3721.89,3725.54,3696.78,111411392
2017/7/31,3722.43,3737.87,3746.52,3713.66,148429039
2017/8/1,3738.74,3770.38,3770.4,3737.1,152546539
2017/8/2,3768.19,3760.85,3784.35,3759.28,172293383
2017/8/3,3755.11,3727.83,3766.35,3718.44,146153944
2017/8/4,3724.72,3707.58,3738.73,3707,157470060
2017/8/7,3701.22,3726.79,3730.78,3689.96,124231530
2017/8/8,3724.33,3732.21,3737.33,3718.81,137241928
2017/8/9,3728.03,3731.04,3739,3713.57,124679989
2017/8/10,3724.96,3715.92,3746.86,3688.18,130085128
2017/8/11,3687.93,3647.35,3700.49,3645.09,150387421
2017/8/14,3651.38,3694.68,3698.37,3651.38,115308451
2017/8/15,3695.78,3706.06,3719.29,3692.28,106444857
2017/8/16,3701.13,3701.42,3707.14,3679.73,104134141
2017/8/17,3707.07,3721.28,3722.62,3704.41,108656251
2017/8/18,3707.19,3724.67,3733.49,3700.41,96561705
2017/8/21,3731.84,3740.99,3744.26,3728.62,100313073
2017/8/22,3745.75,3752.3,3758.29,3734.56,100292856
2017/8/23,3747.61,3756.09,3772.46,3741.72,104961573
2017/8/24,3755.89,3734.65,3765.71,3729.09,89947372
2017/8/25,3736.29,3795.75,3795.97,3736.29,129940900
2017/8/28,3805.66,3842.71,3866.94,3805.66,185576325
2017/8/29,3839.18,3834.54,3847.93,3825.76,128227070
2017/8/30,3834.27,3834.3,3854.71,3827.86,141352857
2017/8/31,3835.84,3822.09,3840.2,3800.89,132944935
2017/9/1,3825.34,3830.54,3843.62,3818.16,158645511
2017/9/4,3828.54,3845.62,3847.09,3813.55,149566320
2017/9/5,3845.55,3857.05,3865.29,3841.95,124964155
2017/9/6,3846.75,3849.45,3858.25,3831.38,131398723
2017/9/7,3851.69,3829.87,3858.16,3828.83,123884181
2017/9/8,3830.07,3825.99,3843.02,3813.98,106036504
2017/9/11,3828.34,3825.65,3850.74,3817.51,123883997
2017/9/12,3832.24,3837.93,3849.39,3822,144190242
2017/9/13,3835.55,3842.61,3847.78,3822.94,95410785
2017/9/14,3843.57,3829.96,3854.49,3820.09,115358583
2017/9/15,3826.14,3831.3,3843.3,3818.52,122427006
2017/9/18,3832.96,3843.14,3862.36,3832.96,117934405
2017/9/19,3849.88,3832.12,3857.3,3820.29,112432987
2017/9/20,3830.15,3842.44,3850.94,3827.89,101129542
2017/9/21,3843.26,3837.82,3860.8,3837.38,111098192
2017/9/22,3826.46,3837.73,3842.25,3816.82,100619802
2017/9/25,3829.22,3817.79,3835.39,3811.12,103948976
2017/9/26,3810.33,3820.78,3821.69,3808.38,81869407
2017/9/27,3818.96,3821.2,3832.57,3818.81,85655811
2017/9/28,3821.59,3822.54,3827.33,3813.75,93544069
2017/9/29,3825.2,3836.5,3852.22,3825.2,93306028
2017/10/9,3910.11,3882.21,3918.84,3876.03,135535851
2017/10/10,3883,3889.86,3900.74,3855.47,112532586
2017/10/11,3886.82,3902.69,3913.07,3885.5,104418151
2017/10/12,3902.02,3912.95,3917.44,3897.55,94340921
2017/10/13,3912.98,3921,3927.17,3908.89,90142068
2017/10/16,3926.28,3913.45,3947.42,3913.32,121355033
2017/10/17,3910.79,3913.07,3924.61,3900.48,82241227
2017/10/18,3914.82,3944.16,3944.41,3914.82,100969841
2017/10/19,3940.58,3931.25,3944.03,3923.65,106527252
2017/10/20,3918.53,3926.85,3928.96,3910.2,72980180
2017/10/23,3930.89,3930.8,3936.27,3920.66,81484980
2017/10/24,3926.23,3959.4,3959.5,3922.03,93058154
2017/10/25,3958.17,3976.95,3978.09,3954,88205458
2017/10/26,3980.05,3993.58,4013.6,3973.55,129895465
2017/10/27,3992.55,4021.97,4024.46,3991.35,126672846
2017/10/30,4022.16,4009.72,4033.34,3960.27,157387603
2017/10/31,3995.39,4006.72,4009.28,3983.26,109178779
2017/11/1,4007.91,3996.62,4032.46,3991.32,130417380
2017/11/2,3994.09,3997.13,3999.23,3971.38,126100579
2017/11/3,3992.35,3992.7,3999.34,3963.03,129404439
2017/11/6,3989.18,4020.89,4021.64,3975.41,122081159
2017/11/7,4022.4,4054.25,4064.22,4021.36,152116663
2017/11/8,4051.49,4048.01,4089.15,4040.58,150827719
2017/11/9,4043.07,4075.9,4076.61,4038.4,121056335
2017/11/10,4070.28,4111.91,4116.71,4067.66,141817165
2017/11/13,4115.55,4128.07,4137.65,4115.55,151446309
2017/11/14,4129.27,4099.35,4133.55,4086.89,143236936
2017/11/15,4084.21,4073.67,4102.81,4055.72,120635696
2017/11/16,4063.49,4105.01,4107.62,4062.27,121384414
2017/11/17,4094.08,4120.85,4122.38,4081.37,191784119
2017/11/20,4093.73,4143.83,4144.51,4060.96,137447258
2017/11/21,4131.85,4217.7,4220.26,4129.98,180350821
2017/11/22,4228.37,4227.57,4260.64,4191.15,186477003
2017/11/23,4213.38,4102.4,4214.19,4086.9,178147228
2017/11/24,4089.47,4104.2,4116.59,4057.49,130858040
2017/11/27,4088.93,4049.95,4088.93,4037.15,143455268
2017/11/28,4034.21,4055.82,4056.48,4010.3,102058095
2017/11/29,4061.35,4053.75,4069.24,4004.69,124553642
2017/11/30,4034.01,4006.1,4052.8,3988,107983345
2017/12/1,4003.56,3998.14,4027.11,3984.38,97386913
2017/12/4,3989.05,4018.86,4032.99,3982.32,102647219
2017/12/5,4007.94,4040.17,4045.93,4006.54,154087076
2017/12/6,4027.12,4015.82,4031.75,3964.81,109286205
2017/12/7,4003.58,3971.06,4017.95,3955.99,90254045
2017/12/8,3962.83,4003.38,4014.14,3955.44,89282861
2017/12/11,4006.88,4069.5,4069.5,4005.27,97148946
2017/12/12,4068.51,4016.02,4070.15,4015.45,84338718
2017/12/13,4013.83,4050.09,4052.69,4004.74,77546131
2017/12/14,4050.9,4026.15,4057.62,4013.85,80768862
2017/12/15,4018.73,3980.86,4020.27,3974.93,89044389
2017/12/18,3983.3,3985.29,4008.07,3967.93,77853375
